,easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min)
1,75548.0,87000.0,0.05,0.01,0.32899999999999996,11013255.122000001,0.18910855201911486,0.8108914479808851,670002.378868829,322.95266567530535
2,75596.0,87000.0,0.06,0.016,0.32899999999999996,10999416.472000001,0.1887594692286277,0.8112405307713723,260574.3159507921,234.16377971335623
3,75644.0,87000.0,0.06,0.016,0.32899999999999996,10999416.472000001,0.1887594692286277,0.8112405307713723,820806.9226827156,220.34689214868487
4,75692.0,87000.0,0.06,0.012,0.32899999999999996,10985417.508,0.1884059371536198,0.8115940628463802,127240.89439017775,256.9521102605997
5,75739.0,87000.0,0.06,0.012,0.32899999999999996,10985417.508,0.1884059371536198,0.8115940628463802,370191.3202762202,198.6111727168977
6,75787.0,87000.0,0.03,0.005,0.32899999999999996,10971260.94,0.1880480412160055,0.8119519587839945,1367460.1194874705,276.104211375805
7,75835.0,87000.0,0.03,0.005,0.32899999999999996,10971260.94,0.1880480412160055,0.8119519587839945,1119790.5480846614,210.34388417776367
8,75883.0,87000.0,0.06,0.013999999999999999,0.32899999999999996,10956949.425999999,0.18768586655095065,0.8123141334490493,977435.2105904404,346.20311173363615
9,75931.0,87000.0,0.06,0.013999999999999999,0.32899999999999996,10956949.425999999,0.18768586655095065,0.8123141334490493,581015.0779852843,222.7072476994034
10,75979.0,87000.0,0.03,0.003,0.32899999999999996,10942485.574000001,0.18731949801913952,0.8126805019808605,401174.905079444,248.19597707931305
11,76027.0,87000.0,0.03,0.003,0.32899999999999996,10942485.574000001,0.18731949801913952,0.8126805019808605,804975.6856217276,228.47140714289898
12,76075.0,87000.0,0.03,0.004,0.32899999999999996,10927871.937,0.1869490202182374,0.8130509797817627,447462.7234322093,245.04664548994182
13,76123.0,87000.0,0.03,0.004,0.32899999999999996,10927871.937,0.1869490202182374,0.8130509797817627,757177.0716661969,338.8708518427804
14,76170.0,87000.0,0.04,0.005,0.32899999999999996,10913111.022,0.1865745174936648,0.8134254825063352,1403764.9103266122,319.72487563121615
15,76218.0,87000.0,0.04,0.005,0.32899999999999996,10913111.022,0.1865745174936648,0.8134254825063352,321428.20219616947,272.63014885765944
16,76266.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10898205.291,0.18619607394826831,0.8138039260517317,1062682.2538014078,246.75557830552586
17,76314.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10898205.291,0.18619607394826831,0.8138039260517317,589206.2287595335,407.6176825256652
18,76362.0,87000.0,0.05,0.012,0.32899999999999996,10883157.159000002,0.1858137734515901,0.8141862265484099,912892.1078582016,357.7463494615109
19,76410.0,87000.0,0.05,0.012,0.32899999999999996,10883157.159000002,0.1858137734515901,0.8141862265484099,777044.049052914,344.1915609514254
20,76458.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10867968.996,0.18542769964792571,0.8145723003520743,793974.0747740287,243.89609866634888
21,76506.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10867968.996,0.18542769964792571,0.8145723003520743,688960.8762523944,371.5605642225148
22,76554.0,87000.0,0.03,0.003,0.32899999999999996,10852643.133,0.185037935963808,0.814962064036192,926199.6659505336,259.24686602615657
23,76601.0,87000.0,0.03,0.003,0.32899999999999996,10852643.133,0.185037935963808,0.814962064036192,326117.9632859261,296.1232085751707
24,76649.0,87000.0,0.03,0.003,0.32899999999999996,10852643.133,0.185037935963808,0.814962064036192,861599.5828216316,258.0133202071891
25,76697.0,87000.0,0.06,0.012,0.32899999999999996,10837181.859000001,0.18464456561475248,0.8153554343852475,748470.2020776665,304.6921810825945
26,76745.0,87000.0,0.06,0.012,0.32899999999999996,10837181.859000001,0.18464456561475248,0.8153554343852475,832263.7514155168,294.69158131934364
27,76793.0,87000.0,0.04,0.008,0.32899999999999996,10821587.425999999,0.1842476716110324,0.8157523283889676,259273.14625614212,289.8992946382079
28,76841.0,87000.0,0.04,0.008,0.32899999999999996,10821587.425999999,0.1842476716110324,0.8157523283889676,857201.0988580687,321.5093053699754
29,76889.0,87000.0,0.05,0.008,0.32899999999999996,10805862.047,0.18384733676292855,0.8161526632370715,1085414.5564732023,287.5100207418384
30,76937.0,87000.0,0.05,0.008,0.32899999999999996,10805862.047,0.18384733676292855,0.8161526632370715,540188.6705439758,213.43261929455772
31,76985.0,87000.0,0.03,0.002,0.32899999999999996,10790007.9,0.1834436436850529,0.8165563563149472,360264.8773481067,225.85702754149315
32,77032.0,87000.0,0.03,0.002,0.32899999999999996,10790007.9,0.1834436436850529,0.8165563563149472,148774.7623085191,375.630886703805
33,77080.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10774027.127999999,0.18303667480013425,0.8169633251998658,496495.7060961254,274.6361803459872
34,77128.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10774027.127999999,0.18303667480013425,0.8169633251998658,1039571.3962824179,265.09383889974345
35,77176.0,87000.0,0.04,0.006,0.32899999999999996,10757921.840999998,0.18262651234191196,0.817373487658088,1105347.9536278527,328.64967164916123
36,77224.0,87000.0,0.04,0.006,0.32899999999999996,10757921.840999998,0.18262651234191196,0.817373487658088,403627.6929172583,334.70163224869805
37,77272.0,87000.0,0.05,0.006999999999999999,0.32899999999999996,10741694.117999999,0.18221323835757694,0.8177867616424229,472171.30403214024,229.53857161437776
38,77320.0,87000.0,0.05,0.006999999999999999,0.32899999999999996,10741694.117999999,0.18221323835757694,0.8177867616424229,517204.50202053366,351.62912783378096
39,77368.0,87000.0,0.04,0.006,0.32899999999999996,10725346.007000001,0.1817969347091397,0.8182030652908603,1297991.2254520725,278.7154478222768
40,77416.0,87000.0,0.04,0.006,0.32899999999999996,10725346.007000001,0.1817969347091397,0.8182030652908603,1173149.7117581754,324.9641384697945
41,77463.0,87000.0,0.07,0.016,0.32899999999999996,10708879.526,0.18137768307476826,0.8186223169252318,278659.9988678741,367.3765708966573
42,77511.0,87000.0,0.07,0.016,0.32899999999999996,10708879.526,0.18137768307476826,0.8186223169252318,829435.4740752948,352.93792618579005
43,77559.0,87000.0,0.04,0.008,0.32899999999999996,10692296.665,0.180955564948798,0.8190444350512021,507642.9712425447,241.98420904804334
44,77607.0,87000.0,0.04,0.008,0.32899999999999996,10692296.665,0.180955564948798,0.8190444350512021,753687.666130264,277.8565747486988
45,77655.0,87000.0,0.03,0.005,0.32899999999999996,10675599.39,0.18053066164162088,0.8194693383583791,1148502.4288679569,366.57110981201345
46,77703.0,87000.0,0.03,0.005,0.32899999999999996,10675599.39,0.18053066164162088,0.8194693383583791,1036954.0058479715,242.89555796613942
47,77751.0,87000.0,0.06,0.013999999999999999,0.32899999999999996,10658789.636,0.18010305427871115,0.8198969457212888,835797.9622332185,255.7616637761816
48,77799.0,87000.0,0.06,0.013999999999999999,0.32899999999999996,10658789.636,0.18010305427871115,0.8198969457212888,1179109.5998936049,354.00470751947944
49,77847.0,87000.0,0.06,0.013999999999999999,0.32899999999999996,10658789.636,0.18010305427871115,0.8198969457212888,370421.22102477314,223.08812753809624
50,77894.0,87000.0,0.04,0.006,0.32899999999999996,10641869.319,0.17967282379920313,0.8203271762007969,410792.2655191067,315.0929780198333
51,77942.0,87000.0,0.04,0.006,0.32899999999999996,10641869.319,0.17967282379920313,0.8203271762007969,54875.99188078536,250.058910349274
52,77990.0,87000.0,0.04,0.006999999999999999,0.32899999999999996,10624840.327,0.17924005095367765,0.8207599490463223,429925.0872509394,239.6009121247504
53,78038.0,87000.0,0.04,0.006999999999999999,0.32899999999999996,10624840.327,0.17924005095367765,0.8207599490463223,841105.8259919459,360.01509447871473
54,78086.0,87000.0,0.04,0.008,0.32899999999999996,10607704.527999999,0.1788048163016985,0.8211951836983015,823128.3306377656,297.5573259986193
55,78134.0,87000.0,0.04,0.008,0.32899999999999996,10607704.527999999,0.1788048163016985,0.8211951836983015,490856.48852275795,336.22330168287965
56,78182.0,87000.0,0.04,0.005,0.32899999999999996,10590463.769,0.1783672002085514,0.8216327997914485,751718.6025873945,361.46743159683257
57,78230.0,87000.0,0.04,0.005,0.32899999999999996,10590463.769,0.1783672002085514,0.8216327997914485,295684.631500042,237.97641981144875
58,78278.0,87000.0,0.04,0.006999999999999999,0.32899999999999996,10573119.874,0.17792728284131762,0.8220727171586824,1111130.6255189423,274.5333528932436
59,78325.0,87000.0,0.04,0.006999999999999999,0.32899999999999996,10573119.874,0.17792728284131762,0.8220727171586824,1248768.799414892,404.5641969566394
60,78373.0,87000.0,0.05,0.01,0.32899999999999996,10555674.65,0.17748514416490732,0.8225148558350927,659624.5712587194,291.5722219505968
61,78421.0,87000.0,0.05,0.01,0.32899999999999996,10555674.65,0.17748514416490732,0.8225148558350927,443415.96490968467,267.8085100434544
62,78469.0,87000.0,0.04,0.005,0.32899999999999996,10538129.885,0.17704086393703158,0.8229591360629684,489664.2831953467,302.3850791489796
63,78517.0,87000.0,0.04,0.005,0.32899999999999996,10538129.885,0.17704086393703158,0.8229591360629684,901095.136195164,254.97580456528118
64,78565.0,87000.0,0.07,0.024,0.32899999999999996,10520487.35,0.1765945217029932,0.8234054782970068,852093.987829084,286.7169168796676
65,78613.0,87000.0,0.07,0.024,0.32899999999999996,10520487.35,0.1765945217029932,0.8234054782970068,369611.6135728436,217.05361174087443
66,78661.0,87000.0,0.05,0.011000000000000001,0.32899999999999996,10502748.798,0.1761461967898836,0.8238538032101164,56820.55359026706,274.56111936926186
67,78709.0,87000.0,0.05,0.011000000000000001,0.32899999999999996,10502748.798,0.1761461967898836,0.8238538032101164,270170.9469128561,313.41519972687024
68,78756.0,87000.0,0.03,0.005,0.32899999999999996,10484915.967,0.17569596830025042,0.8243040316997496,1134627.6318290608,345.27676067144967
69,78804.0,87000.0,0.03,0.005,0.32899999999999996,10484915.967,0.17569596830025042,0.8243040316997496,580142.6559103867,275.60462454111723
70,78852.0,87000.0,0.03,0.004,0.32899999999999996,10466990.581,0.17524391510532286,0.8247560848946771,458567.31942241744,281.3843980249519
71,78900.0,87000.0,0.03,0.004,0.32899999999999996,10466990.581,0.17524391510532286,0.8247560848946771,586657.7173240349,265.12899863361463
72,78948.0,87000.0,0.03,0.004,0.32899999999999996,10466990.581,0.17524391510532286,0.8247560848946771,643262.7893824828,319.99698840551065
73,78996.0,87000.0,0.03,0.004,0.32899999999999996,10448974.349,0.17479011583781331,0.8252098841621867,1216355.1223402345,300.70982698775987
74,79044.0,87000.0,0.03,0.004,0.32899999999999996,10448974.349,0.17479011583781331,0.8252098841621867,355603.38642313995,368.20593192605276
75,79092.0,87000.0,0.03,0.003,0.32899999999999996,10430868.969,0.17433464888407066,0.8256653511159293,508026.90190397156,288.12891912976625
76,79140.0,87000.0,0.03,0.003,0.32899999999999996,10430868.969,0.17433464888407066,0.8256653511159293,652207.623859801,212.16816247398015
77,79187.0,87000.0,0.05,0.01,0.32899999999999996,10412676.125,0.17387759237602446,0.8261224076239756,745412.5650895651,329.89391240783385
78,79235.0,87000.0,0.05,0.01,0.32899999999999996,10412676.125,0.17387759237602446,0.8261224076239756,513009.9922930886,320.3608689132915
79,79283.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10394397.491,0.17341902418243996,0.8265809758175601,1256361.9532099562,242.91913901011623
80,79331.0,87000.0,0.05,0.009000000000000001,0.32899999999999996,10394397.491,0.17341902418243996,0.8265809758175601,647148.4493563437,276.2490055668789
81,79379.0,87000.0,0.04,0.006,0.32899999999999996,10376034.728,0.17295902189995488,0.8270409781000452,538405.7725792022,243.06697580287926
82,79427.0,87000.0,0.04,0.006,0.32899999999999996,10376034.728,0.17295902189995488,0.8270409781000452,157248.85994434706,286.15509589624963
83,79475.0,87000.0,0.06,0.015,0.32899999999999996,10357589.491,0.17249766284343138,0.8275023371565686,594386.3929002334,272.8142361625804
84,79523.0,87000.0,0.06,0.015,0.32899999999999996,10357589.491,0.17249766284343138,0.8275023371565686,930793.7792307498,294.20219140329533
85,79571.0,87000.0,0.05,0.011000000000000001,0.32899999999999996,10339063.424,0.17203502403600052,0.8279649759639995,523813.6567305719,325.99309929727065
86,79618.0,87000.0,0.05,0.011000000000000001,0.32899999999999996,10339063.424,0.17203502403600052,0.8279649759639995,943626.960326574,187.87825486287912
87,79666.0,87000.0,0.03,0.005,0.32799999999999996,10320458.162999999,0.1715711821986988,0.8284288178013012,839994.396037637,327.57137919913146
88,79714.0,87000.0,0.03,0.005,0.32799999999999996,10320458.162999999,0.1715711821986988,0.8284288178013012,1193028.6279777356,353.28451012628784
89,79762.0,87000.0,0.05,0.009000000000000001,0.32799999999999996,10301775.336000001,0.17110621373964202,0.8288937862603579,1023225.1621281969,286.9051106058525
90,79810.0,87000.0,0.05,0.009000000000000001,0.32799999999999996,10301775.336000001,0.17110621373964202,0.8288937862603579,413683.3583352925,241.39196273454928
91,79858.0,87000.0,0.05,0.011000000000000001,0.32799999999999996,10283016.568,0.17064019474263248,0.8293598052573675,1168536.56224518,312.23947542358275
92,79906.0,87000.0,0.05,0.011000000000000001,0.32799999999999996,10283016.568,0.17064019474263248,0.8293598052573675,601946.6376720031,222.0640858597989
93,79954.0,87000.0,0.05,0.012,0.32799999999999996,10264183.474,0.17017320095569574,0.8298267990443042,835645.4291776522,443.38987006987236
94,80002.0,87000.0,0.05,0.012,0.32799999999999996,10264183.474,0.17017320095569574,0.8298267990443042,362114.28685727634,189.82726087013825
95,80049.0,87000.0,0.05,0.012,0.32799999999999996,10264183.474,0.17017320095569574,0.8298267990443042,666651.4899865736,241.5798668092881
96,80097.0,87000.0,0.03,0.004,0.32799999999999996,10245277.666000001,0.1697053077787164,0.8302946922212836,226245.30597727656,275.27854310813234
97,80145.0,87000.0,0.03,0.004,0.32799999999999996,10245277.666000001,0.1697053077787164,0.8302946922212836,382108.02706078865,319.5108188303757
98,80193.0,87000.0,0.05,0.006999999999999999,0.32799999999999996,10226300.752,0.16923659025104598,0.830763409748954,1138779.406412752,391.3521607865969
99,80241.0,87000.0,0.05,0.006999999999999999,0.32799999999999996,10226300.752,0.16923659025104598,0.830763409748954,699056.3670093605,230.60607430809588
0,75900.0,9300.0,0.1,0.043,0.313,9039240.965,0.21167960947255565,0.7883203905274443,1225643.693268674,354.95331227152474
4,76259.0,9300.0,0.08,0.023,0.313,8988531.115,0.2127362481315801,0.7872637518684199,396119.229603054,311.9962187443708
8,76617.0,9300.0,0.09,0.028999999999999998,0.313,8950682.935,0.21350774387221924,0.7864922561277807,616074.7856754407,299.32146210431665
12,76976.0,9300.0,0.11,0.052000000000000005,0.314,8900476.065,0.21451149135614364,0.7854885086438563,440369.0239606569,348.67949006947515
16,77335.0,9300.0,0.09,0.028999999999999998,0.314,8863020.405,0.2152475151450481,0.7847524848549519,612091.3442705049,318.70849390030537
20,77693.0,9300.0,0.08,0.028999999999999998,0.314,8813353.006000001,0.2162090305027597,0.7837909694972403,886167.4737063604,218.42244419352593
24,78052.0,9300.0,0.09,0.040999999999999995,0.315,8764004.622000001,0.2171504774935736,0.7828495225064264,507454.43213353405,354.2168606443666
28,78410.0,9300.0,0.08,0.03,0.315,8727205.836000001,0.2178449566371212,0.7821550433628788,621057.6071223515,254.86327511352178
32,78769.0,9300.0,0.11,0.055,0.316,8678427.013,0.2187573402169916,0.7812426597830084,693057.607362341,296.9755048585635
36,79128.0,9300.0,0.07,0.019,0.316,8642058.867999999,0.21943260770625614,0.7805673922937438,678660.6107371873,293.50799615339236
40,79486.0,9300.0,0.1,0.04,0.316,8593857.116,0.2203225023964527,0.7796774976035473,366889.38568248006,265.75559471007665
44,79845.0,9300.0,0.08,0.025,0.317,8557923.044,0.22098304873257354,0.7790169512674264,288791.1175435316,312.0144074346122
48,80204.0,9300.0,0.09,0.027999999999999997,0.317,8510300.865,0.2218559092992974,0.7781440907007026,1281328.850418123,327.5231124811673
52,80562.0,9300.0,0.07,0.017,0.318,8463010.177000001,0.222721120631738,0.7772788793682621,967675.9789501764,208.21919116427154
56,80921.0,9300.0,0.07,0.02,0.318,8427759.875,0.2233658119348212,0.7766341880651788,191356.01853333547,282.7018925287694
60,81279.0,9300.0,0.08,0.023,0.319,8381050.32,0.2242207459537689,0.7757792540462312,584638.8557222788,365.96522150590937
64,81638.0,9300.0,0.07,0.017,0.319,8346237.033,0.2248590575946965,0.7751409424053035,703104.5511093222,321.34613085085516
68,81997.0,9300.0,0.07,0.02,0.32,8300113.0,0.2257070934754333,0.7742929065245667,969125.2930336914,336.1862794699188
72,82355.0,9300.0,0.08,0.027999999999999997,0.32,8254327.914,0.22655248347960505,0.773447516520395,762810.734689357,297.47005350437234
76,82714.0,9300.0,0.08,0.024,0.321,8220214.622,0.22718529151451766,0.7728147084854824,808990.8704976856,267.5545954191872
80,83073.0,9300.0,0.09,0.034,0.321,8175036.634,0.22802799989193115,0.7719720001080689,1047236.8440071462,303.16639516755185
84,83431.0,9300.0,0.06,0.013000000000000001,0.322,8141388.022000001,0.22865963761177774,0.7713403623882222,1148674.3995243178,223.11181113527766
88,83790.0,9300.0,0.06,0.017,0.322,8096845.868,0.2295018166515116,0.7704981833484884,630596.7426695253,368.4862367105108
92,84148.0,9300.0,0.1,0.040999999999999995,0.32299999999999995,8063689.318,0.23013377765155385,0.7698662223484461,1356944.9436377164,305.78053559004945
96,84507.0,9300.0,0.08,0.027000000000000003,0.32299999999999995,8019828.535,0.23097728243687596,0.7690227175631241,672876.9262907832,399.16679332339265
